week_start,lcfs_cat,calendar_month,GHGE_weekly_mean,LU_weekly_mean,WU_weekly_mean,GHGE_perkg_weekly_mean,LU_perkg_weekly_mean,WU_perkg_weekly_mean,GHGE_weekly_rank,LU_weekly_rank,WU_weekly_rank,GHGE_annual_mean,GHGE_annual_min,GHGE_annual_max,GHGE_annual_share,GHGE_annual_rank,GHGE_pct_from_annual_mean,GHGE_perkg_annual_mean,GHGE_perkg_annual_min,GHGE_perkg_annual_max,GHGE_perkg_max_abs_dev,GHGE_perkg_annual_rank,GHGE_perkg_pct_from_annual_mean,LU_annual_mean,LU_annual_min,LU_annual_max,LU_annual_share,LU_annual_rank,LU_pct_from_annual_mean,LU_perkg_annual_mean,LU_perkg_annual_min,LU_perkg_annual_max,LU_perkg_max_abs_dev,LU_perkg_annual_rank,LU_perkg_pct_from_annual_mean,WU_annual_mean,WU_annual_min,WU_annual_max,WU_annual_share,WU_annual_rank,WU_pct_from_annual_mean,WU_perkg_annual_mean,WU_perkg_annual_min,WU_perkg_annual_max,WU_perkg_max_abs_dev,WU_perkg_annual_rank,WU_perkg_pct_from_annual_mean
2023-01-01,Dried fruit and nuts,0,13724.512886,31192.061971,2362013.941957,3.384348,7.426764,173.376387,39,48,39,12156.118831,5178.601543,20599.9456,1.46408,56,12.902095,3.405718,2.598896,4.166704,0.806822,62,-0.627475,32520.371691,14211.9827,61139.940086,1.535816,32,-4.084547,7.527188,5.270428,8.846347,2.25676,63,-1.334144,2187081.487733,982789.607214,3524461.211614,1.5601,21,7.998442,182.377927,146.264999,229.186712,46.808785,62,-4.935652
2023-01-01,Dried vegetables,0,11358.979086,36054.148357,1999670.050929,5.875737,13.820734,330.392714,50,38,48,12964.205032,5668.741571,26192.055771,1.561405,23,-12.381985,5.825884,4.639238,6.623371,1.186646,15,0.855715,33915.303647,18301.447957,70531.3573,1.601694,12,6.306429,13.429908,11.475853,16.165544,2.735636,14,2.910113,2102914.95502,776595.423929,4123885.8728,1.500062,52,-4.909609,309.444044,271.490168,335.398052,37.953876,12,6.769776
2023-01-01,Edible oils and other edible animal fats,0,17366.699329,28318.570343,2094180.654629,5.479303,11.208019,235.759228,18,55,45,12807.323342,6942.8849,26671.544257,1.542511,29,35.599757,5.08249,4.111557,5.91513,0.970933,29,7.807443,30421.246793,15247.221414,58539.273214,1.436682,60,-6.911868,11.417107,8.754586,13.610181,2.662521,28,-1.831354,2124340.583231,917305.266671,4018403.864771,1.515346,42,-1.419731,261.388855,232.321263,286.698209,29.067592,29,-9.805172
2023-01-01,Edibles ices and ice cream,0,9770.643243,33912.697971,1963200.054786,3.864465,9.308204,200.188401,57,43,50,12571.699013,7157.815343,20440.6295,1.514132,43,-22.280646,4.218074,3.026517,5.381534,1.191557,51,-8.383185,31710.154726,9514.078914,48652.963043,1.497553,43,6.945861,9.517567,6.946917,10.958191,2.57065,51,-2.199755,2229552.075365,1215986.102043,3571130.056557,1.590396,11,-11.946436,218.413001,187.151972,244.755879,31.261029,51,-8.3441
2023-01-01,Eggs,0,18552.878986,44213.113943,2211448.030229,3.076736,7.245335,181.268552,14,16,41,12235.209852,6154.255314,23268.974071,1.473605,53,51.635151,3.373735,2.362566,4.313225,1.011169,63,-8.803267,33425.337752,11678.424414,68398.676314,1.578554,21,32.274247,7.555814,6.026097,9.013434,1.529717,62,-4.109135,2147645.158764,1055834.075829,3715274.883229,1.531969,34,2.970829,181.738309,140.588815,215.40796,41.149494,63,-0.25848
2023-01-01,Fish,0,14714.1204,39705.212543,4472515.257357,4.480217,12.485371,248.613202,34,24,1,12953.189227,6067.640286,25010.752,1.560079,24,13.594576,4.608312,3.650346,5.456294,0.957966,44,-2.779646,33474.708617,10743.9974,86771.249957,1.580886,20,18.612571,10.300423,8.522153,12.485371,2.184948,46,21.212216,2124316.366708,826567.747914,4472515.257357,1.515328,43,110.539039,236.444388,216.109133,263.291111,26.846723,46,5.146586
2023-01-01,Fresh vegetables,0,16835.475429,38732.536157,3062571.412814,3.96004,7.118433,239.910337,23,30,16,12596.245404,5953.605857,24077.177771,1.517088,40,33.654711,3.643223,2.89485,4.510548,0.867325,59,8.696061,33087.443757,13957.849271,66209.190814,1.562597,28,17.061132,7.698407,5.142154,8.963484,2.556253,61,-7.533685,2090023.574929,915623.409071,3739710.207314,1.490866,56,46.532864,192.081678,163.339454,239.910337,47.828659,60,24.900167
2023-01-01,Fruit and vegetable juices,0,14622.7126,23038.192357,3210031.209214,5.575454,13.328052,301.751536,35,62,13,12124.381668,5775.022086,20679.839543,1.460257,57,20.605842,5.933569,4.756309,6.995169,1.17726,13,-6.035404,31347.552183,9955.401329,66837.223571,1.480428,48,-26.507205,13.525134,11.296583,15.73836,2.228551,13,-1.45715,2018587.191824,699766.7949,3347758.366457,1.439909,63,59.023659,305.275453,268.192728,329.314626,37.082725,14,-1.15434
2023-01-01,"Jams, marmalades",0,17002.4387,61114.264043,2118071.762186,4.094095,7.980202,173.834371,20,2,44,13432.293506,6699.115314,23738.087886,1.617782,10,26.578821,3.592332,2.853064,4.519409,0.927077,61,13.967603,33233.04586,14684.406329,70665.128443,1.569473,24,83.896066,7.78947,6.173949,9.631342,1.841872,60,2.448591,2113249.208689,965385.011257,4127889.093543,1.507434,49,0.228206,186.026805,152.835668,221.8813,35.854495,61,-6.554127
2023-01-01,Lamb,0,13668.2362,35964.588086,1960933.644643,5.510073,12.342018,248.87708,40,39,51,12760.763542,4409.7803,23125.3601,1.536903,32,7.111429,4.964057,4.210669,5.688488,0.753388,32,10.999392,30853.914883,15290.866114,55324.8274,1.457116,53,16.5641,11.260033,9.073565,12.669943,2.186468,31,9.609074,2190855.344381,1149255.401914,5285251.548657,1.562792,19,-10.494609,258.902159,220.715985,282.47473,38.186174,34,-3.87215
2023-01-01,Leaf and stem vegetables,0,13316.443414,38819.601371,2436463.943386,4.494474,10.676366,258.972335,43,29,35,12647.994155,4773.961514,27777.824229,1.523321,38,5.285022,4.765904,3.930591,5.457137,0.835313,37,-5.695239,35624.9784,6629.033643,66943.905129,1.682435,3,8.967368,10.996627,9.638225,12.245358,1.358402,36,-2.912354,2123666.126385,949519.334886,3947809.854657,1.514865,45,14.729143,249.537278,217.922684,283.90708,34.369802,37,3.781021
2023-01-01,"Margarine, other vegetable fats and peanut butter",0,15227.959786,24259.875771,3328662.839429,4.094086,10.144972,201.995701,31,60,11,13697.405927,5799.031271,22225.124586,1.649712,3,11.174042,4.08785,3.198088,4.811492,0.889762,53,0.152552,30164.814799,11041.275143,59679.180286,1.424572,63,-19.575585,9.074547,7.39541,10.65781,1.679137,53,11.795909,2158307.099041,1064698.643414,3886556.783443,1.539575,30,54.225635,210.441397,171.442049,240.152785,38.999348,55,-4.013325
2023-01-01,Meat alternative,0,13423.894886,25060.539,2957081.420157,4.456581,12.128772,269.758773,42,59,19,12812.508789,5313.9668,21686.260914,1.543135,27,4.771791,5.351013,4.450211,6.14911,0.900802,23,-16.715183,30949.496319,11771.492571,69172.765271,1.461629,51,-19.027635,12.119057,9.970449,13.773758,2.148608,23,0.080165,2195288.02479,1142104.442386,3953437.7067,1.565954,17,34.701296,275.659884,218.480744,305.509329,57.17914,24,-2.140722
2023-01-01,Milk,0,12901.309029,55591.405986,2681760.796629,5.864257,10.876348,254.216623,46,7,27,12102.572192,6702.091814,27300.0658,1.45763,58,6.599728,5.147557,4.045388,6.110282,1.102169,27,13.923107,30736.454966,14063.059614,71195.623443,1.451568,57,80.864729,11.403728,9.983054,13.641522,2.237794,29,-4.624628,2319186.367336,1233334.430686,4192049.711457,1.654334,4,15.633691,262.518534,209.299551,293.089713,53.218983,27,-3.162409
2023-01-01,Mineral or spring waters,0,13755.483586,28954.266971,1938980.842771,3.744661,6.122167,175.56784,38,54,52,12750.468983,5485.835571,26220.402029,1.535663,33,7.882178,3.259459,2.429244,4.042311,0.830215,65,14.885973,32049.03246,10614.355714,71998.754143,1.513556,39,-9.656346,7.26545,5.755378,8.447545,1.510072,65,-15.735892,2140463.688241,860464.406329,3668535.3234,1.526847,37,-9.413047,170.723311,136.646834,207.635256,36.911945,65,2.837649
2023-01-01,"Offal, pate etc",0,13087.319143,52371.4043,2584414.100743,6.354937,14.348591,308.781549,45,10,30,12356.793421,7873.611429,27068.0992,1.488249,48,5.911936,6.277295,4.529194,7.387774,1.748101,9,1.236864,33419.639369,13501.292371,63222.143971,1.578285,22,56.708466,14.110909,11.106577,15.684172,3.004332,9,1.684385,2107626.48989,855107.140357,4696093.3658,1.503423,50,22.622016,320.463812,262.644706,350.228465,57.819106,9,-3.645423
2023-01-01,Olive oil,0,8590.257257,41376.936686,1583580.683814,4.710499,9.311083,242.760742,60,20,57,12063.48413,4081.958571,21737.073771,1.452923,61,-28.791242,4.65441,3.823317,5.644823,0.990413,42,1.205081,29855.724118,12942.835043,50420.142929,1.409975,65,38.589627,10.349177,9.069901,12.383356,2.034179,44,-10.030694,2185847.448196,1222496.969514,3944844.640357,1.55922,22,-27.55301,237.709293,207.790871,266.297093,29.918422,44,2.125053
2023-01-01,Other breads and cereals,0,22977.152386,30509.435171,4338907.637814,4.53806,10.052158,201.716642,2,51,3,12484.89947,6509.393971,22977.152386,1.503678,45,84.039547,4.208277,3.54096,4.91967,0.711393,52,7.836522,31919.229795,13359.1358,59362.205729,1.507426,41,-4.416756,9.235092,7.028788,10.975095,2.206304,52,8.847408,2220006.404245,946420.856529,4338907.637814,1.583587,14,95.445726,217.279931,196.017813,248.970356,31.690425,52,-7.162783
2023-01-01,"Other fresh, chilled or frozen fruits",0,10147.1958,35243.121471,1520766.492186,5.983195,11.050237,272.684499,56,41,60,13651.28453,5845.289114,30050.103143,1.644157,5,-25.668564,5.545445,4.521374,6.185803,1.024071,20,7.893875,33832.589426,12122.530614,61583.358814,1.597787,15,4.169152,12.811677,11.050237,14.597353,1.785676,19,-13.748705,2274478.414816,852977.005843,4505365.648814,1.622443,7,-33.137792,290.382396,229.958128,315.230047,60.424268,19,-6.094687
2023-01-01,"Other fresh, chilled, or frozen edible meat",0,14299.2121,38918.089229,2711822.7786,3.880147,9.169473,212.749762,37,28,23,11860.468658,4097.540757,21870.508371,1.428472,63,20.561948,3.822965,2.913675,4.854269,1.031304,58,1.495759,32562.096035,12821.2614,56781.375429,1.537787,31,19.519607,8.623282,6.864707,10.276913,1.758575,58,6.333917,2150753.959556,931798.363314,4334799.015286,1.534187,32,26.087076,203.624362,176.77621,233.764204,30.139842,58,4.481487
2023-01-01,Other milk products,0,16976.976871,46421.890929,3746069.9638,5.559313,11.820065,242.217101,21,15,7,12542.81283,5753.471329,25427.558929,1.510653,44,35.35223,4.91171,4.285346,5.559313,0.647603,33,13.18487,32005.427578,10987.163629,63210.337429,1.511497,40,45.043808,10.795785,9.087585,12.819868,2.024083,37,9.487777,2168072.317927,982389.2304,4331627.098486,1.546541,27,72.783441,248.236845,216.241454,273.296769,31.995391,38,-2.425
2023-01-01,Other preserved or processed fish & seafood,0,22128.502314,48118.501429,2830363.109857,4.49357,10.652149,269.758047,3,12,21,12704.294435,5526.380229,22128.502314,1.530102,35,74.181277,4.78954,3.974877,5.737336,0.947796,36,-6.179512,30352.247536,11589.304629,68493.356729,1.433424,61,58.533569,11.012243,9.165751,12.375285,1.846492,35,-3.269946,2161193.83648,1283335.743514,4423311.848157,1.541634,29,30.962946,254.541871,214.129196,282.472443,40.412675,35,5.977868
2023-01-01,Other preserved or processed meat,0,20039.540414,36625.969714,2157072.4934,4.859347,11.443706,262.737716,9,37,42,13362.707478,5936.897757,25449.055986,1.609401,12,49.966169,5.07095,4.057929,5.853329,1.013021,30,-4.172853,33218.91865,11668.448314,65827.430557,1.568806,25,10.256358,11.36302,9.990334,12.943697,1.580677,30,0.710074,2138242.34413,771035.009143,3768485.687043,1.525262,38,0.880637,259.396865,213.881871,298.042079,45.514994,33,1.28793
2023-01-01,Other preserved or processed veg,0,20240.252229,23567.163343,4385793.220571,7.206356,18.066412,380.614561,7,61,2,12810.567997,4788.486743,24507.197986,1.542901,28,57.996525,7.521449,5.95249,8.773157,1.568959,1,-4.189262,32221.375636,12050.903414,61071.883871,1.521696,37,-26.858606,16.884239,15.053474,18.459224,1.830765,1,7.001637,2214846.148229,831331.523143,4385793.220571,1.579906,15,98.017963,377.803742,340.101854,412.417135,37.701888,1,0.743989
2023-01-01,Other sugar products,0,10176.228757,39001.010186,1968867.010429,5.244266,12.834598,289.137703,55,27,49,12740.574522,4107.792,25107.420871,1.534471,34,-20.127395,5.903734,4.882086,6.626544,1.021648,14,-11.170353,37991.218288,11192.740457,61501.097714,1.794184,1,2.657961,13.266135,11.816316,14.919309,1.653174,16,-3.252919,1994987.132246,841900.510443,3755730.945071,1.423075,64,-1.309288,298.993688,250.006594,323.268882,48.987094,16,-3.296386
2023-01-01,Pasta products,0,16112.032071,37249.028929,3922834.4854,4.611592,10.160971,246.092776,26,34,5,13062.535191,4807.061886,21755.9241,1.573248,18,23.345368,4.643877,3.632477,5.474767,1.0114,43,-0.695211,31655.58561,10830.330714,53412.225843,1.494975,46,17.669688,10.45537,8.768173,12.22584,1.77047,42,-2.815771,2365585.298012,1423734.407557,4383567.400557,1.687432,1,65.82934,241.181122,203.952926,266.246884,37.228196,42,2.0365
2023-01-01,Pastry (savoury),0,12682.684971,53636.949771,1880052.560214,6.646952,15.653862,332.271261,48,9,53,12064.995478,5705.669757,24302.746371,1.453105,60,5.119683,6.574343,5.53504,7.380062,1.039303,6,1.104431,33578.119511,16208.1176,58557.613314,1.58577,17,59.737801,15.141779,12.884368,16.845417,2.257411,6,3.381924,2222608.282437,1199622.362929,4904361.170557,1.585442,13,-15.41233,338.358144,274.982975,369.48099,63.375169,6,-1.798947
2023-01-01,Pears,0,15724.961414,16882.458229,2600608.3149,6.131297,13.262097,320.506308,28,65,29,12972.366729,6378.589271,25254.616514,1.562388,21,21.218909,5.983194,4.65577,7.466988,1.483794,11,2.475315,32160.566141,12704.051186,81402.584543,1.518824,38,-47.505718,13.77112,11.963568,15.988643,2.217523,12,-3.696305,2166186.11306,1111651.6575,4224409.903629,1.545195,28,20.054703,310.739973,267.748254,339.212013,42.991719,11,3.142929
2023-01-01,Pork,0,7893.598571,56545.720029,2699975.472514,4.895055,10.325031,247.184734,62,6,25,11801.785742,6159.589171,24619.832286,1.421404,64,-33.115219,4.556599,3.720045,5.327641,0.836554,46,7.427822,30980.285527,13476.187843,64639.649529,1.463084,50,82.521623,10.04041,8.318006,11.199857,1.722404,48,2.834753,2094624.999533,1043767.459971,3779661.308643,1.494149,55,28.900184,234.736813,187.335963,261.819489,47.40085,48,5.302926
2023-01-01,Potatoes,0,7228.522586,37686.068429,2975999.122857,4.490711,9.311539,239.429777,63,33,18,12100.635728,6199.531086,20431.445857,1.457397,59,-40.263282,4.732042,4.006489,5.6661,0.934058,39,-5.099938,33931.661966,5984.526914,84647.089843,1.602466,11,11.064611,10.634545,8.939291,12.009392,1.695254,40,-12.440646,2173640.669546,1050369.015129,3597921.884043,1.550513,24,36.913114,242.206098,190.672828,263.629224,51.53327,41,-1.146264
2023-01-01,Poultry,0,18031.463314,60481.183586,2549970.468786,3.61608,8.982089,215.724501,16,3,31,13317.761696,4959.860671,23005.119,1.603988,14,35.394098,4.000333,2.957283,4.766856,1.04305,55,-9.605518,34541.207198,14507.116686,60481.183586,1.631253,7,75.098639,8.834796,6.727825,10.103268,2.106971,57,1.667193,2073687.867899,1080806.475743,3485946.399686,1.479214,58,22.967902,204.910993,173.836776,240.342463,35.43147,57,5.277173
2023-01-01,Preserved fruits and fruit based products,0,15593.345729,39667.855714,2882144.611143,5.377333,10.246877,245.155033,29,25,20,12623.344629,5699.792771,23786.987986,1.520352,39,23.527846,5.061302,3.776404,5.778207,1.284898,31,6.244064,33165.333733,15418.347114,51645.626657,1.566275,26,19.606382,11.141928,9.55331,12.869286,1.727358,34,-8.033179,2155241.491543,966878.064186,3764120.056843,1.537388,31,33.727224,260.760195,234.573762,292.980195,32.22,31,-5.984488
2023-01-01,Preserved milk,0,14596.383686,30758.252314,2690964.086343,7.0643,16.602953,341.359697,36,49,26,13150.978885,6323.624471,23055.706686,1.5839,17,10.990853,6.884855,5.870581,7.943448,1.058593,3,2.606372,31149.883358,12352.779857,54106.686543,1.471093,49,-1.257247,15.811418,13.917928,17.149689,1.89349,3,5.006096,2328175.608796,1118439.560429,4743814.993729,1.660746,3,15.582522,355.017126,292.386661,380.300278,62.630465,3,-3.846978
2023-01-01,Ready meals,0,19248.187629,31242.527114,2400438.056086,4.485702,11.337819,256.37112,12,47,37,12968.427512,4110.573086,29101.449157,1.561914,22,48.423451,4.746389,3.834387,5.582551,0.912002,38,-5.492329,33996.279563,9277.683143,64904.820371,1.605518,10,-8.100158,10.658225,8.926511,12.644275,1.98605,39,6.376239,2113340.239257,1137122.0092,4518358.376871,1.507499,48,13.585026,252.959437,213.138641,286.56614,39.820796,36,1.348707
2023-01-01,Rice,0,19220.985443,35717.578071,2002971.495014,5.250587,11.798484,239.08127,13,40,47,14584.358854,5438.711786,25274.469457,1.756536,1,31.791775,5.134848,3.970829,5.949433,1.164019,28,2.253984,32959.80053,15446.9557,62337.967214,1.556569,29,8.367094,11.4834,10.086841,12.904485,1.421085,27,2.743822,2105183.49478,1049505.368357,4598004.437329,1.50168,51,-4.855254,261.200961,210.767293,282.512751,50.433668,30,-8.468457
2023-01-01,"Root crops, non-starchy bulbs and mushrooms",0,11024.937829,40698.526086,1775493.704643,6.321325,15.183719,340.060231,52,21,56,13702.934301,4616.720771,24878.699571,1.650378,2,-19.543234,6.748674,5.435991,7.730093,1.312683,5,-6.332345,32744.047948,13063.263514,68620.728714,1.546379,30,24.292898,15.375136,13.196954,16.639951,2.178182,5,-1.24498,2117217.48509,1071536.826329,3837322.471829,1.510265,47,-16.14023,345.523476,295.591148,374.557487,49.932328,4,-1.58115
2023-01-01,"Salt, spices, herbs & other food products",0,8748.276657,54221.832386,3321063.200614,7.182895,15.046592,360.312478,59,8,12,12788.368568,5018.340986,24983.318243,1.540228,31,-31.591926,6.925694,6.052307,7.900505,0.974811,2,3.713727,32517.024048,16156.200314,62712.172757,1.535658,33,66.749061,16.065448,13.982306,17.916104,2.083142,2,-6.341908,2188868.335317,1050261.979214,4193709.057043,1.561375,20,51.725124,362.397477,321.858664,398.747708,40.538813,2,-0.575335
